room_type,segment,area_m2,ceiling_h,budget,required_lux,total_lumens,fixtures_count,fixture_type,fixture_lm,purpose,country,model_name,price_rub,norm_ref
Цех (ресторан/столовая),administrative,100,7.5,40429,286,35035,7,Пылевлагозащищённый (IP65),4510,Цех (ресторан/столовая),Тайвань,OptiLight AZ4965,4464,СП 52.13330.2016
Зал театра,administrative,575,8.1,87375,219,158035,83,Настенный линейный,1893,Зал театра,Китай,ZetaLED ZE12031,1022,СНиП 23-05-95
Кафе,administrative,53,6.7,11890,290,18213,6,Потолочный,2729,Кафе,Тайвань,OptiLight MA17806,1500,СП 52.13330.2016
Санузел,domestic,2,2.9,1490,48,96,1,Потолочный,2798,Санузел,Германия,Зенит YI10289,1399,СП 52.13330.2016
Производственные (точные работы),industrial,459,5.9,537855,456,239653,10,Промышленный (High-bay),22162,Производственные (точные работы),Италия,TechnoLight NL15623,36013,СП 52.13330.2016
Коридор (общественный),outdoor,67,0.0,2293,72,4824,2,Настенный линейный,1921,Коридор (общественный),США,StreetLine LV7150,950,СП 52.13330.2016
Конференц-зал,administrative,78,7.0,33620,402,37627,15,Потолочный,2503,Конференц-зал,Тайвань,MaxLight FQ9697,1501,СП 52.13330.2016
Санузел,domestic,8,2.9,2055,45,360,1,Потолочный,3355,Санузел,Германия,HomeLight MG19650,1677,СП 52.13330.2016
Фойе театра/кинотеатра,administrative,90,9.3,15982,143,16924,4,Подвесной,3761,Фойе театра/кинотеатра,Германия,OptiLight NI066,2689,СП 52.13330.2016
Жилое помещение,domestic,23,2.9,1222,193,4439,6,Настенный (бра),734,Жилое помещение,США,EcoLight QX10169,198,СанПиН 2.2.1
Производственные (общее),industrial,647,6.0,308474,238,177083,8,Промышленный (High-bay),20261,Производственные (общее),Китай,Philips ED5096,37989,СП 52.13330.2016
Зал театра,administrative,596,11.0,131001,202,168548,51,Потолочный,3284,Зал театра,Германия,ProLED NQ7043,1806,СНиП 23-05-95
Кухня,domestic,16,3.0,1722,180,2880,1,Встраиваемый,2767,Кухня,Франция,HomeLight LP2431,1660,СП 52.13330.2016
Санузел,domestic,2,2.5,2243,48,96,1,Потолочный,3306,Санузел,Турция,Зенит UE9084,1653,СП 52.13330.2016
Цех (ресторан/столовая),administrative,141,3.3,78689,323,46226,2,Промышленный (High-bay),22623,Цех (ресторан/столовая),Турция,ProLED EP7544,31106,СП 52.13330.2016
Производственные (общее),industrial,833,6.2,532455,242,233839,18,Взрывозащищённый,12564,Производственные (общее),Турция,Philips EY5582,28269,СП 52.13330.2016
Кухня,domestic,17,2.9,2062,180,3060,1,Встраиваемый,2438,Кухня,Россия,Зенит QI4828,1462,СП 52.13330.2016
Сад/парк,outdoor,1218,0.0,48985,32,38976,8,Парковый фонарь,4410,Сад/парк,США,Андромеда BI13969,4873,СП 52.13330.2016
Школа (класс),administrative,43,2.8,9930,374,16082,4,Потолочный,3311,Школа (класс),США,MaxLight FF11505,1986,СП 52.13330.2016
Кафе,administrative,83,7.9,29158,321,33170,10,Подвесной,3296,Кафе,Германия,OptiLight WU19922,2356,СП 52.13330.2016
Школа (класс),administrative,48,8.2,21603,374,22619,8,Потолочный,2805,Школа (класс),Китай,Юпитер YI9228,1823,СП 52.13330.2016
Зал кинотеатра,administrative,447,2.8,13970,47,21009,6,Потолочный,3225,Зал кинотеатра,Турция,OptiLight SD315,1773,СНиП 23-05-95
Спальня,domestic,10,2.6,1556,152,1520,1,Потолочный,2595,Спальня,Турция,BrightLine KS8430,1427,СП 52.13330.2016
Школа (класс),administrative,33,6.6,10614,425,16549,5,Встраиваемый,2823,Школа (класс),Тайвань,ZetaLED DV10240,2032,СП 52.13330.2016
Больница (палата),administrative,14,8.6,2594,216,3870,1,Потолочный,3395,Больница (палата),Италия,Юпитер ZE11179,2206,СП 52.13330.2016
Спальня,domestic,17,2.9,2819,153,2601,1,Потолочный,3465,Спальня,США,LumenPro JW13543,1905,СП 52.13330.2016
Больница (палата),administrative,24,4.2,2447,212,5393,2,Настенный линейный,1948,Больница (палата),Китай,ПроСвет BQ2343,876,СП 52.13330.2016
Сад/парк,outdoor,2793,0.0,124098,28,78204,8,Консольный,9726,Сад/парк,Россия,Андромеда VH6035,13908,СП 52.13330.2016
Больница (палата),administrative,25,12.0,4390,207,7503,2,Потолочный,2928,Больница (палата),США,Юпитер BF775,1903,СП 52.13330.2016
Выставочный зал,administrative,981,4.1,467173,486,502988,156,Встраиваемый,3213,Выставочный зал,Россия,MaxLight PE5020,2313,СП 52.13330.2016
Больница (палата),administrative,22,5.3,1950,180,4415,1,Потолочный,3437,Больница (палата),Франция,ПроСвет BO7558,1718,СП 52.13330.2016
Производственные (точные работы),industrial,369,11.5,512960,466,245034,11,Промышленный (High-bay),21123,Производственные (точные работы),Германия,СветТех OM15506,31684,СП 52.13330.2016
Лестничная клетка,outdoor,36,0.0,407,37,1332,5,Аварийный,230,Лестничная клетка,Германия,Плутон HG2309,69,СП 52.13330.2016
Конференц-зал,administrative,171,6.9,46330,393,80307,26,Потолочный,3044,Конференц-зал,Корея,ПроСвет PI5186,1522,СП 52.13330.2016
Сад/парк,outdoor,3735,0.0,221878,32,119520,14,Консольный,8095,Сад/парк,Корея,SafeExit ES4747,10685,СП 52.13330.2016
Цех (ресторан/столовая),administrative,65,8.1,32384,315,25696,6,Пылевлагозащищённый (IP65),4168,Цех (ресторан/столовая),Китай,ПроСвет BL14926,3751,СП 52.13330.2016
Склад,industrial,675,10.0,325984,190,173137,8,Прожектор,19481,Склад,Италия,Osram JR8349,27273,СП 52.13330.2016
Гостиная,domestic,18,2.8,3101,219,3942,1,Подвесной,3289,Гостиная,Италия,BrightLine EE5643,2351,СП 52.13330.2016
Торговый зал,industrial,95,9.0,78242,759,93736,32,Встраиваемый,2863,Торговый зал,Турция,Osram FT4447,2404,СНиП 23-05-95
Концертный зал,administrative,542,11.2,180481,300,229266,65,Подвесной,3517,Концертный зал,Турция,ProLED TY18216,2514,СНиП 23-05-95
Цех деревообработки,industrial,304,5.5,191014,329,112518,5,Промышленный (High-bay),20197,Цех деревообработки,Россия,Osram CN1660,35344,СП 52.13330.2016
Производственные (грубые работы),industrial,1071,6.2,298304,187,232321,15,Прожектор,15481,Производственные (грубые работы),Италия,Феникс VN11461,18577,СП 52.13330.2016
Цех деревообработки,industrial,411,5.7,215843,322,150208,7,Прожектор,19853,Цех деревообработки,Тайвань,СветТех GM3384,23823,СП 52.13330.2016
Кафе,administrative,76,6.8,17714,277,25051,7,Подвесной,3192,Кафе,Корея,ProLED MN15321,2282,СП 52.13330.2016
Торговый зал,industrial,18,7.2,11676,729,15877,6,Встраиваемый,2299,Торговый зал,Китай,Osram RA15932,1931,СНиП 23-05-95
Склад,industrial,260,5.5,80475,212,62010,3,Промышленный (High-bay),16921,Склад,Италия,СветТех LG3265,25381,СП 52.13330.2016
Коридор (жилой),domestic,11,2.7,1049,31,341,1,Настенный линейный,1607,Коридор (жилой),Франция,BrightLine GM15166,795,СП 52.13330.2016
Холодильный склад,industrial,211,9.3,68013,160,44394,3,Прожектор,14328,Холодильный склад,Тайвань,LuxPro YW16450,18626,СП 52.13330.2016
Коридор (общественный),outdoor,81,0.0,3109,72,5832,3,Настенный линейный,1536,Коридор (общественный),США,StreetLine PQ5291,760,СП 52.13330.2016
Производственные (грубые работы),industrial,1010,7.9,551479,182,228855,26,Взрывозащищённый,8657,Производственные (грубые работы),Тайвань,LuxPro GX14144,16881,СП 52.13330.2016
Коридор (жилой),domestic,27,2.6,197,30,810,1,Настенный (бра),820,Коридор (жилой),Италия,ЭРА TU11368,196,СП 52.13330.2016
Производственные (точные работы),industrial,472,6.2,560490,474,259524,12,Промышленный (High-bay),21239,Производственные (точные работы),Китай,LuxPro EO18259,34513,СП 52.13330.2016
Сад/парк,outdoor,2074,0.0,59842,27,55998,6,Консольный,8048,Сад/парк,Россия,Oculus JM19305,9738,СП 52.13330.2016
Больница (палата),administrative,21,5.7,2273,191,4552,1,Потолочный,3490,Больница (палата),США,OptiLight OV18045,1919,СП 52.13330.2016
Музейный зал,administrative,300,12.1,171737,409,178528,55,Встраиваемый,3191,Музейный зал,США,ZetaLED PP19837,2297,СП 52.13330.2016
Торговый зал,industrial,85,7.5,53182,706,73512,27,Встраиваемый,2667,Торговый зал,Корея,СветТех EW1583,1920,СНиП 23-05-95
Коридор (жилой),domestic,29,2.5,274,31,899,1,Настенный (бра),830,Коридор (жилой),Тайвань,EcoLight OU9091,224,СП 52.13330.2016
Аварийный выход,outdoor,20,0.0,401,50,1000,6,Аварийный,156,Аварийный выход,США,Плутон AD1818,46,ГОСТ Р 55710-2013
Музейный зал,administrative,213,8.4,142373,379,102523,6,Прожектор,16597,Музейный зал,Турция,OptiLight HD8859,18256,СП 52.13330.2016
Производственные (грубые работы),industrial,640,10.8,360422,187,166355,16,Взрывозащищённый,10303,Производственные (грубые работы),Франция,Osram CM15609,21636,СП 52.13330.2016
Жилое помещение,domestic,20,2.7,1582,200,4000,1,Потолочный,2639,Жилое помещение,Корея,BrightLine ST8605,1451,СанПиН 2.2.1
Зал театра,administrative,442,5.4,79352,218,107918,31,Потолочный,3479,Зал театра,Корея,OptiLight DR7562,1913,СНиП 23-05-95
Больница (палата),administrative,12,11.0,2189,195,3276,1,Потолочный,3409,Больница (палата),Китай,OptiLight FD13140,1874,СП 52.13330.2016
